CASE_DESCRIPTION,CASE_TYPE,TITLE,LLM_Classification
"Aufgrund eines entdeckten Hot Spots im Kohlebunker 40 musste der Bunker geleert werden. Geplant war dies bei Redispatch-Betrieb fuer TenneT am Wochenende. Leider war dies nicht ganz moeglich, so dass sich die Kohle weiter erwaermte.
Am 24.08.2019 / 20:57 Uhr wurde schliesslich ein externer Alarm von der Rettungsleitstelle Minden ausgeloest, weil dort Anrufe aus der Bevoelkerung eingingen. Die Rauchentwicklung war ausserhalb des Kraftwerksgelaendes deutlich wahrzunehmen.
Nach dem Eintreffen von Feuerwehr und Polizei uebernahm die Feuerwehr nach Klaerung der Situation die weiteren Loescharbeiten vor Ort. Die Loescharbeiten wurden am 25.08.2109 / 00:10 Uhr abgeschlossen.
Ein von der Feuerwehr hinzugerufener Rettungswagen kam nicht zum Einsatz.
- Verletzt wurde niemand
- Waehrend der ganzen Zeit hatte das Kraftwerkspersonal die Situation unter Kontrolle
- Es wurden keine umweltgefaehrdenden Stoffe (einschliesslich Loeschwasser) in die Umwelt emittiert, ein bestehendes Absetzbecken wurde als Loeschwasserrueckhaltebecken genutzt.",Process Safety,Rauchentwicklung durch Glutnest im Kohlebunker 40,Non-Process Safety
"14:55 TG - STBY selected
15:14 BYP - LOAD selected
15:24 GT flame on
15:29 GT blow off valves closed
15:58 idle deselected GT FG selected on but would not go on unable to sync, tried various options still unable to sync.
Looked at start release page showing TAT1/TAT2 max BDQ. Phoned ML to investigate which proved greater than 4 unavailable.
Spoke to Exec team who decided to take plant off. Trading advised of Remit till 08:00 tomorrow. MT called and will come in to investigate.
16:40 Remit 0 till 08:00
16:43 GT flame off
A1 loss 41000722 entered",Process Safety,Unable to sync GT,Non-Process Safety
Broeivorming kolenvelden A1 en C1,Process Safety,Broei kolenveldn A1 en C1,Non-Process Safety
"The PI tags have been flatlining quite frequently in the last few months. This had affected the EUETS, operational incidents and performance reporting. The reason for the poor reliability of PI system should be investigated and corrective actions should be implemented to ensure accurate data can be obtained for performance and reliability improvement.",Process Safety,Grain PI Server Frozen Values,Non-Process Safety
"WTP, it has been identified that acid fume is present. Adequate barriers and signage is needed to control access to the area.",Process Safety,Lack of Safety and Barrier control,Non-Process Safety
"An der Strasse entlang des Kohlelagers stand ein fahrbares, auf einem Anhaenger montiertes Staubabsauggeraet. 
Die Strasse ist mit dem Geraet komplett versperrt. Schild mit Hinweis -Feuerwehrzufahrt - wurde uebersehen.",Process Safety,Versperrte Feuerwehrzufahrt,Non-Process Safety
"I needed to get equipment from a box that was in the far corner of the stores.  There was many boxes in the middle of the aisle and I had to move some and then reach over to get into the box I needed.  As I was on my own and with the amount of boxes in the area, I could have easily had an accident.",Process Safety,Stores - back lock up - too many boxes,Non-Process Safety
Waehrend des Betriebes der Anlage GT1 kam es zu einer Undichtigkeit am dem Passtueck vor der Ausdampfflache ND Kessel 1,Process Safety,Undichtigkeit am Passstueck Eintritt Ausdampfflasche Kessel 1,Non-Process Safety
"Bei einer UEberpruefung der NH3 Station, fiel einem Mitarbeiter der Geruch von Ammoniak auf.",Process Safety,NH3 - Austritt an der NH3 Station im Block C.,Non-Process Safety
Auf Deckengeruest befinden sich lose Schienen,Process Safety,Umbau Werkstatt - lose Schienen,Non-Process Safety
"Er was een vermoeden dat de beveiliging HDVW bypass kleppen niet correct zouden werken. In de ND van 27-9 dit getest en ter plaatse gecontroleerd.
De stuurventielen voor het sturen van de driewegkleppen gaan open maar de driewegkleppen blijven in de positie staan van door de HDVW. dit is niet correct (30004539437)",Process Safety,HDVW bypass kleppen lopen niet naar de omloop positie,Non-Process Safety
Fire alarm system in new stores building has gone into fault and will not reset.,Process Safety,Fire alarm system defect,Non-Process Safety
Die Dokumentation der 400 V Verteilung S&E 3/4 ist veraltet,Process Safety,Veraltete Dokumentation 400 V Verteilung S&E,Non-Process Safety
"Unit 7 was generating at full load and HTA was in service.
HTA controller became saturated as the system could not achieve the required temperature, this caused the CW valves to close in and box the Bottom CW pass. 
Net effect was that the discharge pressure on the CW pump went high and tripped the CW pump... This tripped the unit and lifted HP, IP and LP safety valves",Process Safety,U7 Trip from full load,Non-Process Safety
Unit 2 taken off load due to local fire suppression activated on investigation the GT compartment had some distortion. When entrance to the enclosure was made it was noted that a large flexible hose had failed. Unit MEL to zero for further investigation,Process Safety,Unit 2 taken off load due to local fire suppression activated,Non-Process Safety
"During recommissioning of the fire and gas system on compressor 20 fault was identified with a smoke detector. The detector was therefore replaced. As part of the recommissioning process further fire and gas tests were undertaken, during these tests it was noticed that the replacement detector was not marked as IS. During operations when the fans are non-operational in this enclosure it is a ATEX Zone 1, when they are operational it is a ATEX Zone 2.",Process Safety,Non-intrinsically safe smoke detector fitted in Hazardous zone,Non-Process Safety
"Heating medium boiler 10 was taken off line and drained for an upgrade project. As part of the recommissioning process, it was noted that the level switch was displaying as healthy, when the boiler had been completely drained down for the duration of the works.

The level switch exists to provide protection against low water level in the boiler and would trip the burner management system if a low water level is detected. It is part of the safety chain on the boilers which consists of the following; 3 pressure switches; 2 high, one low, 3 high temperature switches and the level switch.",Process Safety,Boiler level switch faulty,Non-Process Safety
"Afgelopen 2 weken verschillende keren geconstateerd dat er auto's geparkeerd staan voor de grote toegangsdeuren van het koelwatergebouw. Hierdoor konden de afvalcontainers niet direct gewisseld worden, die noodzakelijk zijn voor het reinigen van het koelwater.",Process Safety,"Blokkeren toegangsdeuren koelwatergebouw, waar een wegsleepregeling van toepassing is.",Non-Process Safety
Na opstarten van GT heeft lekkage aan manchet tussen uitlaat GT en diverterklep (lekt rookgassen) geleid tot rookontwikkeling en gloeiverschijnselen.,Process Safety,Lekkage aan manchet GT met gloeiverschijnselen tot gevolg,Non-Process Safety
tijdens veiligstellen van het systeem was het niet duidelijk waar de afsluiter in het veld zat. de tag codes ontbreken vaak in het veld.,Process Safety,ontbreken van tag codes brandblus net systeem,Non-Process Safety
"During a Safety walk of Area 3 - Gas Receiving station, so items were noted which require further investigation

Fire Extinguisher 951 can not be accessed due to scaffolding blocking it off, the storage box has also been damaged. This renders this extinguisher inoperable and unavailable.

Fire Extinguisher 952 has been serviced in May 2020. However, the ""next test discharge due"" date has been noted as expired. This means that the extinguisher should have had a greater level of service undertaken than that carried out.",Process Safety,Safety Walk Area 3 - Gas Receiving Station - Fire Safety,Non-Process Safety
COVID 19 signage falling off walls in the stairwell next to the 440 area of the rig bay. The signs do not appear to stick well to the textured surface on the walls in that area.,Process Safety,COVID 19 signage falling off walls,Non-Process Safety
Smell of Sodium Hypochlorite in switchroom,Process Safety,PSO - U3 A-Row Switchroom odour,Non-Process Safety
"Safety shower in the WTP was being tested, the shower worked ok but no alarm was received in the CCR. The alarm is required to inform the CCR that the shower has been activated and assistance will be required",Process Safety,Safety Shower Lack of Alarm Monitoring,Non-Process Safety
WAB BL 1 :Gefahrstoff (Kriechoel) im Werkzeugschrank,Process Safety,Massnahmen aus Sicherheitsrundgang,Non-Process Safety
"Im Bereich Wartenvorraum/ Flur auf 14,5m waren 2 Brandschutztueren mittels Holzkeilen offen gehalten",Process Safety,Brandschutztueren wurden offen verkeilt,Non-Process Safety
"Die Kabel im Bereich der Baustelleneinrichtung werden im Foto ersichtlichen Bereich durch Fahrzeuge, auch Lkw, ueberfahren. Die Kabel sind zu verlaengern, dann aus dem Zufahrtsbereich zu entfernen und sicher zu verlegen.",Process Safety,"Rueckbau Kuehlturmmantel Block 3 - Kabel im Zufahrtsbereich, die ueberfahren werden",Non-Process Safety
"Tijdens werkzaamheden in gasturbine 2 omkasting kwam, tegen verwachting van de werkvergunningbeheerder in, een smeeroliepomp in bedrijf. Dit leverde geen directe gevaar op de gezondheid en veiligheid van medewerkers, omdat er niet werd gewerkt aan dat systeem. Maar omdat dit niet door uitvoerenden was verwacht, zijn zij hiervan geschrokken. Werkvergunningbeheerder was in de veronderstelling dat de gasturbine helemaal is veiliggesteld omdat het systeem is overgedragen aan de vergunningbeheerder.

Pretect Incident nummer 11270 d.d. 27-5-2019",Process Safety,Miscommunicatie veiligstelling GT2,Non-Process Safety
Der Speisepunkt fuer den Werkstattcontainer ist nicht vom Kuehlturm 4 zu waehlen. Auf dem Baufeld ist entsprechender Speisepunkt zu nutzen.,Process Safety,Rueckbau Kuehlturmmantel Block 3 - Baustelleneinrichtung,Non-Process Safety
"Begehung: NH³ Lager, die Auffangwanne der Klimaanlage ist zu klein ausgelegt. Bei hoher Luftfeuchtigkeit laeuft dies ueber und das Kondensat laeuft in den Mero-Boden. Es wurde eine Groessere Wanne besorgt.",Process Safety,"Begehung: NH³ Lager, die Auffangwanne der Klimaanlage ist zu klein ausgelegt. Bei hoher Luftfeuchtigkeit laeuft dies ueber und das Kondensat laeuft in den Mero-Boden. Es wurde eine Groessere Wanne besorgt.",Non-Process Safety
Durch eine Stoerung des Umrichters kam es zum Ausfall der Kesselspeisepumpe 1.,Process Safety,Ausfall Kesselspeisepumpe 1 Block A,Non-Process Safety
Tijdens het openen van de luiken is er een hoeveelheid brokken vliegas met isolatie materiaal naar beneden gevallen,Process Safety,Vliegasvervuiling en isolatie material bij openen luiken Koude molen lucht kanaal,Non-Process Safety
"Bei Wartungsarbeiten der Elektroschraenke (Wechselrichter 230V – 400V) mit der Waermebildkamera wurde festgestellt, dass ein Draht (Groesse 70mm²) auffaellig heiss ist. Dies wurde an den Vorgesetzten gemeldet und daraufhin der Schrank genauer untersucht. Dabei wurde festgestellt, dass bei dem Draht die Isolierung an der Anschlussklemme abbroeckelt und die 
angeschlossene Spule sich bereits verfaerbt hat. 
Bei weiteren Messungen mit Stromzange und Datenlogger wurde festgestellt, dass ein zu hoher Strom ueber den Draht fliesst.",Process Safety,Auffaelliger heisser Elektrodraht im E- Schrank,Non-Process Safety
Door hevige corrosie is lakkege ontstaan aan de aansteekgasleiding van de HRSG. Aardgas kon hierdoor ongecontroleerd ontsnappen naar de buitenlucht. Geen meldingen ontvangen vanuit procesautomatisering,Process Safety,Lekkage aansteekgasleiding HRSG,Non-Process Safety
"A toughened glass window pain on the link bridge shattered, possibly due to temperature or bird strike. The pain remained intact as there are a protective UV film on the window. The area around the window and underneath was barriered off",Process Safety,Broken Window on Bridge,Non-Process Safety
Anomalies between safety document and Maintenance order. Plant ID is text only,Process Safety,Safety and Environmental Awareness card - Unit 2 SAP and NISOFT LGA databases misaligned,Non-Process Safety
03:11 Main station air compressor 2 tripped. Compressor 1 cut in ok. Local investigation showed no display on local screen and compressor appeared dead. Did not want to reset compressor until some electrical fault finding has taken place. Placed on holding document and defect raised.,Process Safety,No 2 Air Compressor failure,Non-Process Safety
"HP OTC steam leak noticed on start up , exec notified  , area barriered off fopr assessment",Process Safety,OTC steam Leak,Non-Process Safety
"Naast de doseringsunit stond ineens een emmer met fosfaat erin.

Dit resulteert in een aantal problemen:
-	Op de emmer staat niet aangegeven wat er in de emmer zit (fosfaat bleek, na analyse)
-	Iemand heeft fosfaat gedoseerd in het interkoelwater, terwijl er natronloog in dit systeem moet
-	Alleen het lab doet de dosering anderen niet !!

De emmer heb ik onmiddellijk opgeruimd.",Process Safety,"Doseringsunit Natronloog, van interkoelwater COGEN",Non-Process Safety
